"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"17.06.2022","3.674,84","3.665,90","3.707,71","3.636,87","","0,22%"
"16.06.2022","3.666,77","3.728,18","3.728,18","3.639,77","","-3,25%"
"15.06.2022","3.789,99","3.764,05","3.837,56","3.722,30","","1,46%"
"14.06.2022","3.735,48","3.763,52","3.778,18","3.705,68","","-0,38%"
"13.06.2022","3.749,63","3.838,15","3.838,15","3.734,30","","-3,88%"
"10.06.2022","3.900,86","3.974,39","3.974,39","3.900,16","","-2,91%"
"09.06.2022","4.017,82","4.101,65","4.119,10","4.017,17","","-2,38%"
"08.06.2022","4.115,77","4.147,12","4.160,14","4.107,20","","-1,08%"
"07.06.2022","4.160,68","4.096,47","4.164,86","4.080,19","","0,95%"
"06.06.2022","4.121,43","4.134,72","4.168,78","4.109,18","","0,31%"
"03.06.2022","4.108,54","4.137,57","4.142,67","4.098,67","","-1,63%"
"02.06.2022","4.176,82","4.095,41","4.177,51","4.074,37","","1,84%"
"01.06.2022","4.101,23","4.149,78","4.166,54","4.073,85","","-0,75%"
"31.05.2022","4.132,15","4.151,09","4.168,34","4.104,88","","-0,63%"
"27.05.2022","4.158,24","4.077,43","4.158,49","4.077,43","","2,47%"
"26.05.2022","4.057,84","3.984,60","4.075,14","3.984,60","","1,99%"
"25.05.2022","3.978,73","3.929,59","3.999,33","3.925,03","","0,95%"
"24.05.2022","3.941,48","3.942,94","3.955,68","3.875,13","","-0,81%"
"23.05.2022","3.973,75","3.919,42","3.981,88","3.909,04","","1,86%"
"20.05.2022","3.901,36","3.927,76","3.943,42","3.810,32","","0,01%"
"19.05.2022","3.900,79","3.899,00","3.945,96","3.876,58","","-0,58%"
"18.05.2022","3.923,68","4.051,98","4.051,98","3.911,91","","-4,04%"
"17.05.2022","4.088,85","4.052,00","4.090,72","4.033,93","","2,02%"
"16.05.2022","4.008,01","4.013,02","4.046,46","3.983,99","","-0,39%"
"13.05.2022","4.023,89","3.963,90","4.038,88","3.963,90","","2,39%"
"12.05.2022","3.930,08","3.903,95","3.964,80","3.858,87","","-0,13%"
"11.05.2022","3.935,18","3.990,08","4.049,09","3.928,82","","-1,65%"
"10.05.2022","4.001,05","4.035,18","4.068,82","3.958,17","","0,25%"
"09.05.2022","3.991,24","4.081,27","4.081,27","3.975,48","","-3,20%"
"06.05.2022","4.123,34","4.128,17","4.157,69","4.067,91","","-0,57%"
"05.05.2022","4.146,87","4.270,43","4.270,43","4.106,01","","-3,56%"
"04.05.2022","4.300,17","4.181,18","4.307,66","4.148,91","","2,99%"
"03.05.2022","4.175,48","4.159,78","4.200,10","4.147,08","","0,48%"
"02.05.2022","4.155,38","4.130,61","4.169,81","4.062,51","","0,57%"
"29.04.2022","4.131,93","4.253,75","4.269,68","4.124,28","","-3,63%"
"28.04.2022","4.287,50","4.222,58","4.308,45","4.188,63","","2,47%"
"27.04.2022","4.183,96","4.186,52","4.240,71","4.162,90","","0,21%"
"26.04.2022","4.175,20","4.278,14","4.278,14","4.175,04","","-2,81%"
"25.04.2022","4.296,12","4.255,34","4.299,02","4.200,82","","0,57%"
"22.04.2022","4.271,78","4.385,83","4.385,83","4.267,62","","-2,77%"
"21.04.2022","4.393,66","4.489,17","4.512,94","4.384,47","","-1,48%"
"20.04.2022","4.459,45","4.472,26","4.488,29","4.448,76","","-0,06%"
"19.04.2022","4.462,21","4.390,63","4.471,03","4.390,63","","1,61%"
"18.04.2022","4.391,69","4.385,63","4.410,31","4.370,30","","-0,02%"
"14.04.2022","4.392,59","4.449,12","4.460,46","4.390,77","","-1,21%"
"13.04.2022","4.446,59","4.394,30","4.453,92","4.392,70","","1,12%"
"12.04.2022","4.397,45","4.437,59","4.471,00","4.381,34","","-0,34%"
"11.04.2022","4.412,53","4.462,64","4.464,35","4.408,38","","-1,69%"
"08.04.2022","4.488,28","4.494,15","4.520,41","4.474,60","","-0,27%"
"07.04.2022","4.500,21","4.474,65","4.521,16","4.450,30","","0,43%"
"06.04.2022","4.481,15","4.494,17","4.503,94","4.450,04","","-0,97%"
"05.04.2022","4.525,12","4.572,45","4.593,45","4.514,17","","-1,26%"
"04.04.2022","4.582,64","4.547,97","4.583,50","4.539,21","","0,81%"
"01.04.2022","4.545,86","4.540,32","4.548,70","4.507,57","","0,34%"
"31.03.2022","4.530,41","4.599,02","4.603,07","4.530,41","","-1,57%"
"30.03.2022","4.602,45","4.624,20","4.627,77","4.581,32","","-0,63%"
"29.03.2022","4.631,60","4.602,86","4.637,30","4.589,66","","1,23%"
"28.03.2022","4.575,52","4.541,09","4.575,65","4.517,69","","0,71%"
"25.03.2022","4.543,06","4.522,91","4.546,03","4.501,07","","0,51%"
"24.03.2022","4.520,16","4.469,98","4.520,58","4.465,17","","1,43%"
"23.03.2022","4.456,24","4.493,10","4.501,07","4.455,81","","-1,23%"
"22.03.2022","4.511,61","4.469,10","4.522,00","4.469,10","","1,13%"
"21.03.2022","4.461,18","4.462,40","4.481,75","4.424,30","","-0,04%"
"18.03.2022","4.463,12","4.407,34","4.465,40","4.390,57","","1,17%"
"17.03.2022","4.411,67","4.345,11","4.412,67","4.335,65","","1,23%"
"16.03.2022","4.357,86","4.288,14","4.358,90","4.251,99","","2,24%"
"15.03.2022","4.262,45","4.188,82","4.271,05","4.187,90","","2,14%"
"14.03.2022","4.173,11","4.202,75","4.247,57","4.161,72","","-0,74%"
"11.03.2022","4.204,31","4.279,50","4.291,01","4.200,49","","-1,30%"
"10.03.2022","4.259,52","4.252,55","4.268,28","4.209,80","","-0,43%"
"09.03.2022","4.277,88","4.223,10","4.299,40","4.223,10","","2,57%"
"08.03.2022","4.170,70","4.202,66","4.276,94","4.157,87","","-0,72%"
"07.03.2022","4.201,09","4.327,01","4.327,01","4.199,85","","-2,95%"
"04.03.2022","4.328,87","4.342,12","4.342,12","4.284,98","","-0,79%"
"03.03.2022","4.363,49","4.401,31","4.416,78","4.345,56","","-0,53%"
"02.03.2022","4.386,54","4.322,56","4.401,48","4.322,56","","1,86%"
"01.03.2022","4.306,26","4.363,14","4.378,45","4.279,54","","-1,55%"
"28.02.2022","4.373,94","4.354,17","4.388,84","4.315,12","","-0,24%"
"25.02.2022","4.384,65","4.298,38","4.385,34","4.286,83","","2,24%"
"24.02.2022","4.288,70","4.155,77","4.294,73","4.114,65","","1,50%"
"23.02.2022","4.225,50","4.324,93","4.341,51","4.221,51","","-1,84%"
"22.02.2022","4.304,76","4.332,74","4.362,12","4.267,11","","-1,01%"
"18.02.2022","4.348,87","4.384,57","4.394,60","4.327,22","","-0,72%"
"17.02.2022","4.380,26","4.456,06","4.456,06","4.373,81","","-2,12%"
"16.02.2022","4.475,01","4.455,75","4.489,55","4.429,68","","0,09%"
"15.02.2022","4.471,07","4.429,28","4.472,77","4.429,28","","1,58%"
"14.02.2022","4.401,67","4.412,61","4.426,22","4.364,84","","-0,38%"
"11.02.2022","4.418,64","4.506,27","4.526,33","4.401,41","","-1,90%"
"10.02.2022","4.504,10","4.553,20","4.588,90","4.484,30","","-1,81%"
"09.02.2022","4.587,20","4.547,00","4.590,00","4.547,00","","1,45%"
"08.02.2022","4.521,50","4.480,00","4.531,30","4.465,40","","0,84%"
"07.02.2022","4.483,90","4.505,80","4.521,90","4.471,50","","-0,37%"
"04.02.2022","4.500,50","4.482,80","4.539,70","4.451,50","","0,52%"
"03.02.2022","4.477,40","4.535,40","4.542,90","4.470,40","","-2,44%"
"02.02.2022","4.589,40","4.566,40","4.595,30","4.544,30","","0,94%"
"01.02.2022","4.546,50","4.519,60","4.550,50","4.483,50","","0,68%"
"31.01.2022","4.515,60","4.431,80","4.516,90","4.414,00","","1,89%"
"28.01.2022","4.431,90","4.336,20","4.432,70","4.292,50","","2,44%"
"27.01.2022","4.326,50","4.380,60","4.428,70","4.309,50","","-0,54%"
"26.01.2022","4.349,90","4.408,40","4.453,20","4.304,80","","-0,15%"
"25.01.2022","4.356,40","4.366,60","4.411,00","4.287,10","","-1,22%"
"24.01.2022","4.410,10","4.356,30","4.417,40","4.222,60","","0,28%"
"21.01.2022","4.397,90","4.471,40","4.494,50","4.395,30","","-1,89%"
"20.01.2022","4.482,70","4.547,40","4.602,10","4.477,90","","-1,11%"
"19.01.2022","4.532,80","4.588,00","4.611,60","4.530,20","","-0,97%"
"18.01.2022","4.577,10","4.632,20","4.632,20","4.568,70","","-1,84%"
"14.01.2022","4.662,90","4.638,00","4.665,10","4.614,80","","0,08%"
"13.01.2022","4.659,00","4.733,60","4.744,10","4.650,30","","-1,43%"
"12.01.2022","4.726,40","4.728,60","4.748,80","4.706,70","","0,28%"
"11.01.2022","4.713,10","4.669,10","4.714,10","4.638,30","","0,92%"
"10.01.2022","4.670,30","4.655,30","4.673,00","4.582,20","","-0,14%"
"07.01.2022","4.677,00","4.697,70","4.707,90","4.662,70","","-0,41%"
"06.01.2022","4.696,10","4.693,40","4.725,00","4.671,30","","-0,10%"
"05.01.2022","4.700,60","4.788,00","4.797,70","4.699,40","","-1,94%"
"04.01.2022","4.793,50","4.804,50","4.818,60","4.774,30","","-0,06%"
"03.01.2022","4.796,60","4.778,10","4.796,60","4.758,20","","0,64%"
"31.12.2021","4.766,20","4.775,20","4.786,80","4.765,80","","-0,26%"
"30.12.2021","4.778,70","4.794,20","4.808,90","4.775,30","","-0,30%"
"29.12.2021","4.793,10","4.788,60","4.804,10","4.778,10","","0,14%"
"28.12.2021","4.786,40","4.795,50","4.807,00","4.780,00","","-0,10%"
"27.12.2021","4.791,20","4.734,00","4.791,50","4.734,00","","1,38%"
"23.12.2021","4.725,80","4.704,00","4.740,70","4.704,00","","0,62%"
"22.12.2021","4.696,60","4.650,40","4.697,70","4.645,50","","1,02%"
"21.12.2021","4.649,20","4.595,00","4.651,10","4.583,20","","1,78%"
"20.12.2021","4.568,00","4.587,90","4.587,90","4.531,10","","-1,14%"
"17.12.2021","4.620,60","4.652,50","4.666,70","4.600,20","","-1,03%"
"16.12.2021","4.668,70","4.719,10","4.732,00","4.651,90","","-0,87%"
"15.12.2021","4.709,90","4.636,50","4.712,60","4.611,20","","1,64%"
"14.12.2021","4.634,10","4.643,00","4.660,50","4.606,50","","-0,75%"
"13.12.2021","4.669,00","4.710,30","4.710,30","4.667,60","","-0,91%"
"10.12.2021","4.712,00","4.687,60","4.713,60","4.670,20","","0,96%"
"09.12.2021","4.667,40","4.691,00","4.695,30","4.666,00","","-0,72%"
"08.12.2021","4.701,20","4.690,90","4.705,10","4.674,50","","0,31%"
"07.12.2021","4.686,80","4.632,00","4.694,00","4.632,00","","2,07%"
"06.12.2021","4.591,70","4.548,40","4.612,60","4.540,50","","1,17%"
"03.12.2021","4.538,40","4.589,50","4.608,00","4.495,10","","-0,85%"
"02.12.2021","4.577,10","4.504,70","4.595,50","4.504,70","","1,42%"
"01.12.2021","4.513,00","4.602,80","4.652,90","4.510,30","","-1,18%"
"30.11.2021","4.567,00","4.640,20","4.646,00","4.560,00","","-1,90%"
"29.11.2021","4.655,30","4.628,80","4.672,90","4.625,30","","1,32%"
"26.11.2021","4.594,60","4.664,60","4.664,60","4.585,40","","-2,27%"
"24.11.2021","4.701,50","4.675,80","4.702,90","4.659,90","","0,23%"
"23.11.2021","4.690,70","4.678,50","4.699,40","4.652,70","","0,17%"
"22.11.2021","4.682,90","4.712,00","4.743,80","4.682,20","","-0,32%"
"19.11.2021","4.698,00","4.708,40","4.717,80","4.694,20","","-0,14%"
"18.11.2021","4.704,50","4.700,70","4.708,80","4.672,80","","0,34%"
"17.11.2021","4.688,70","4.701,50","4.701,50","4.684,40","","-0,26%"
"16.11.2021","4.700,90","4.679,40","4.714,90","4.679,40","","0,39%"
"15.11.2021","4.682,80","4.689,30","4.697,40","4.672,90","","0,00%"
"12.11.2021","4.682,90","4.655,20","4.688,50","4.650,80","","0,72%"
"11.11.2021","4.649,30","4.659,40","4.664,60","4.648,30","","0,06%"
"10.11.2021","4.646,70","4.670,30","4.684,90","4.630,90","","-0,82%"
"09.11.2021","4.685,20","4.707,20","4.708,50","4.670,90","","-0,35%"
"08.11.2021","4.701,70","4.701,50","4.714,90","4.694,40","","0,09%"
"05.11.2021","4.697,50","4.699,30","4.718,50","4.681,30","","0,37%"
"04.11.2021","4.680,10","4.662,90","4.683,00","4.662,60","","0,42%"
"03.11.2021","4.660,60","4.630,60","4.663,50","4.621,20","","0,65%"
"02.11.2021","4.630,60","4.613,30","4.635,10","4.613,30","","0,37%"
"01.11.2021","4.613,70","4.610,60","4.620,30","4.595,10","","0,18%"
"29.10.2021","4.605,40","4.572,90","4.608,10","4.567,60","","0,20%"
"28.10.2021","4.596,40","4.562,80","4.597,60","4.562,80","","0,98%"
"27.10.2021","4.551,70","4.580,20","4.584,60","4.551,70","","-0,50%"
"26.10.2021","4.574,80","4.578,70","4.598,50","4.569,20","","0,18%"
"25.10.2021","4.566,50","4.553,70","4.572,60","4.537,40","","0,48%"
"22.10.2021","4.544,90","4.546,10","4.559,70","4.524,00","","-0,11%"
"21.10.2021","4.549,80","4.532,20","4.551,40","4.526,90","","0,30%"
"20.10.2021","4.536,20","4.524,40","4.540,90","4.524,40","","0,37%"
"19.10.2021","4.519,60","4.497,30","4.520,40","4.496,40","","0,74%"
"18.10.2021","4.486,50","4.463,70","4.488,80","4.447,50","","0,34%"
"15.10.2021","4.471,40","4.447,70","4.475,80","4.447,70","","0,75%"
"14.10.2021","4.438,30","4.386,80","4.439,70","4.386,80","","1,71%"
"13.10.2021","4.363,80","4.358,00","4.372,90","4.329,90","","0,30%"
"12.10.2021","4.350,60","4.368,30","4.374,90","4.342,10","","-0,24%"
"11.10.2021","4.361,20","4.385,40","4.415,90","4.360,60","","-0,69%"
"08.10.2021","4.391,30","4.406,50","4.412,00","4.386,20","","-0,19%"
"07.10.2021","4.399,80","4.383,70","4.430,00","4.383,70","","0,83%"
"06.10.2021","4.363,60","4.319,60","4.365,60","4.290,50","","0,41%"
"05.10.2021","4.345,70","4.309,90","4.369,20","4.309,90","","1,05%"
"04.10.2021","4.300,50","4.348,80","4.355,50","4.278,90","","-1,30%"
"01.10.2021","4.357,00","4.317,20","4.375,20","4.288,50","","1,15%"
"30.09.2021","4.307,50","4.370,70","4.382,60","4.306,20","","-1,19%"
"29.09.2021","4.359,50","4.362,40","4.385,60","4.355,10","","0,16%"
"28.09.2021","4.352,60","4.419,50","4.419,50","4.346,30","","-2,04%"
"27.09.2021","4.443,10","4.442,10","4.457,30","4.436,20","","-0,28%"
"24.09.2021","4.455,50","4.438,00","4.463,10","4.430,30","","0,15%"
"23.09.2021","4.449,00","4.406,80","4.465,40","4.406,80","","1,21%"
"22.09.2021","4.395,60","4.367,40","4.416,80","4.367,40","","0,95%"
"21.09.2021","4.354,20","4.374,40","4.394,90","4.348,00","","-0,08%"
"20.09.2021","4.357,70","4.402,90","4.402,90","4.305,90","","-1,70%"
"17.09.2021","4.433,00","4.469,70","4.471,50","4.427,80","","-0,91%"
"16.09.2021","4.473,80","4.477,10","4.485,90","4.443,80","","-0,15%"
"15.09.2021","4.480,70","4.447,50","4.486,90","4.438,40","","0,85%"
"14.09.2021","4.443,10","4.479,30","4.485,70","4.435,50","","-0,57%"
"13.09.2021","4.468,70","4.474,80","4.493,00","4.445,70","","0,23%"
"10.09.2021","4.458,60","4.506,90","4.520,50","4.457,70","","-0,77%"
"09.09.2021","4.493,30","4.513,00","4.529,90","4.492,10","","-0,46%"
"08.09.2021","4.514,10","4.518,10","4.521,80","4.493,90","","-0,13%"
"07.09.2021","4.520,00","4.535,40","4.535,40","4.513,00","","-0,34%"
"03.09.2021","4.535,40","4.532,40","4.541,40","4.521,30","","-0,03%"
"02.09.2021","4.536,90","4.534,50","4.545,90","4.524,70","","0,28%"
"01.09.2021","4.524,10","4.528,80","4.537,10","4.522,00","","0,03%"
"31.08.2021","4.522,70","4.529,80","4.531,40","4.515,80","","-0,13%"
"30.08.2021","4.528,80","4.513,80","4.537,40","4.513,80","","0,43%"
"27.08.2021","4.509,40","4.474,10","4.513,30","4.474,10","","0,88%"
"26.08.2021","4.470,00","4.493,80","4.495,90","4.469,00","","-0,58%"
"25.08.2021","4.496,20","4.490,40","4.501,70","4.485,70","","0,22%"
"24.08.2021","4.486,20","4.484,40","4.492,80","4.482,30","","0,15%"
"23.08.2021","4.479,50","4.450,30","4.489,90","4.450,30","","0,85%"
"20.08.2021","4.441,70","4.410,60","4.444,40","4.406,80","","0,81%"
"19.08.2021","4.405,80","4.382,40","4.418,60","4.367,70","","0,12%"
"18.08.2021","4.400,30","4.440,90","4.454,30","4.397,60","","-1,07%"
"17.08.2021","4.448,10","4.462,10","4.462,10","4.417,80","","-0,71%"
"16.08.2021","4.479,70","4.461,60","4.480,30","4.437,70","","0,26%"
"13.08.2021","4.468,00","4.464,80","4.468,40","4.460,80","","0,16%"
"12.08.2021","4.460,80","4.446,10","4.461,80","4.436,00","","0,29%"
"11.08.2021","4.447,70","4.442,20","4.449,40","4.436,40","","0,25%"
"10.08.2021","4.436,80","4.435,80","4.445,20","4.430,00","","0,10%"
"09.08.2021","4.432,40","4.437,80","4.439,40","4.424,70","","-0,09%"
"06.08.2021","4.436,50","4.429,10","4.440,80","4.429,10","","0,17%"
"05.08.2021","4.429,10","4.408,90","4.429,80","4.408,90","","0,60%"
"04.08.2021","4.402,70","4.415,90","4.416,20","4.400,20","","-0,46%"
"03.08.2021","4.423,10","4.392,70","4.423,80","4.373,00","","0,82%"
"02.08.2021","4.387,20","4.406,90","4.422,20","4.384,80","","-0,18%"
"30.07.2021","4.395,30","4.395,10","4.412,20","4.389,60","","-0,54%"
"29.07.2021","4.419,10","4.403,60","4.430,00","4.403,60","","0,42%"
"28.07.2021","4.400,60","4.402,90","4.415,50","4.387,00","","-0,02%"
"27.07.2021","4.401,50","4.416,40","4.416,40","4.372,50","","-0,47%"
"26.07.2021","4.422,30","4.409,60","4.422,70","4.405,40","","0,24%"
"23.07.2021","4.411,80","4.381,20","4.415,20","4.381,20","","1,01%"
"22.07.2021","4.367,50","4.361,30","4.369,90","4.350,10","","0,20%"
"21.07.2021","4.358,70","4.331,10","4.359,70","4.331,10","","0,82%"
"20.07.2021","4.323,10","4.265,10","4.336,80","4.262,10","","1,52%"
"19.07.2021","4.258,50","4.296,40","4.296,40","4.233,10","","-1,59%"
"16.07.2021","4.327,20","4.367,40","4.375,10","4.322,50","","-0,75%"
"15.07.2021","4.360,00","4.369,00","4.369,00","4.340,70","","-0,33%"
"14.07.2021","4.374,30","4.380,10","4.393,70","4.362,40","","0,12%"
"13.07.2021","4.369,20","4.381,10","4.392,40","4.366,90","","-0,35%"
"12.07.2021","4.384,60","4.372,40","4.386,70","4.364,00","","0,34%"
"09.07.2021","4.369,60","4.329,40","4.371,60","4.329,40","","1,13%"
"08.07.2021","4.320,80","4.321,10","4.330,90","4.289,40","","-0,86%"
"07.07.2021","4.358,10","4.351,00","4.361,90","4.329,80","","0,34%"
"06.07.2021","4.343,50","4.356,50","4.356,50","4.314,40","","-0,20%"
"02.07.2021","4.352,30","4.326,60","4.355,40","4.326,60","","0,75%"
"01.07.2021","4.319,90","4.300,70","4.320,70","4.300,70","","0,52%"
"30.06.2021","4.297,50","4.290,60","4.302,40","4.288,00","","0,13%"
"29.06.2021","4.291,80","4.293,20","4.300,50","4.287,00","","0,03%"
"28.06.2021","4.290,60","4.284,90","4.292,10","4.274,70","","0,23%"
"25.06.2021","4.280,70","4.274,40","4.286,10","4.271,20","","0,33%"
"24.06.2021","4.266,50","4.257,00","4.271,30","4.257,00","","0,58%"
"23.06.2021","4.241,80","4.249,30","4.256,60","4.241,40","","-0,11%"
"22.06.2021","4.246,40","4.224,60","4.255,80","4.217,30","","0,51%"
"21.06.2021","4.224,80","4.173,40","4.226,20","4.173,40","","1,40%"
"18.06.2021","4.166,40","4.204,80","4.204,80","4.164,40","","-1,31%"
"17.06.2021","4.221,90","4.220,40","4.232,30","4.196,10","","-0,04%"
"16.06.2021","4.223,70","4.248,90","4.251,90","4.202,40","","-0,54%"
"15.06.2021","4.246,60","4.255,30","4.257,20","4.238,40","","-0,20%"
"14.06.2021","4.255,10","4.248,30","4.255,60","4.234,10","","0,18%"
"11.06.2021","4.247,40","4.242,90","4.248,40","4.232,20","","0,19%"
"10.06.2021","4.239,20","4.228,60","4.249,70","4.220,30","","0,46%"
"09.06.2021","4.219,60","4.233,00","4.237,10","4.218,70","","-0,18%"
"08.06.2021","4.227,30","4.233,80","4.236,70","4.208,40","","0,02%"
"07.06.2021","4.226,50","4.229,30","4.232,30","4.215,70","","-0,08%"
"04.06.2021","4.229,90","4.206,10","4.233,40","4.206,10","","0,88%"
"03.06.2021","4.192,90","4.191,40","4.204,40","4.167,90","","-0,36%"
"02.06.2021","4.208,10","4.206,80","4.217,40","4.198,30","","0,15%"
"01.06.2021","4.202,00","4.216,50","4.234,10","4.197,60","","-0,05%"
"28.05.2021","4.204,10","4.210,80","4.218,40","4.203,60","","0,08%"
"27.05.2021","4.200,90","4.201,90","4.213,40","4.197,80","","0,12%"
"26.05.2021","4.196,00","4.191,60","4.202,60","4.184,10","","0,19%"
"25.05.2021","4.188,10","4.205,90","4.213,40","4.182,50","","-0,21%"
"24.05.2021","4.197,10","4.170,20","4.209,50","4.170,20","","0,99%"
"21.05.2021","4.155,90","4.168,60","4.188,70","4.151,70","","-0,08%"
"20.05.2021","4.159,10","4.122,00","4.172,80","4.122,00","","1,05%"
"19.05.2021","4.115,70","4.098,40","4.116,90","4.061,40","","-0,29%"
"18.05.2021","4.127,80","4.165,90","4.169,10","4.126,00","","-0,85%"
"17.05.2021","4.163,30","4.169,90","4.171,90","4.142,70","","-0,25%"
"14.05.2021","4.173,90","4.129,60","4.183,10","4.129,60","","1,49%"
"13.05.2021","4.112,50","4.075,00","4.131,60","4.075,00","","1,22%"
"12.05.2021","4.063,00","4.130,60","4.134,70","4.056,90","","-2,15%"
"11.05.2021","4.152,10","4.150,30","4.162,00","4.111,50","","-0,87%"
"10.05.2021","4.188,40","4.228,30","4.236,40","4.188,10","","-1,04%"
"07.05.2021","4.232,60","4.210,30","4.238,00","4.201,60","","0,74%"
"06.05.2021","4.201,60","4.169,10","4.202,70","4.147,30","","0,82%"
"05.05.2021","4.167,60","4.177,10","4.187,70","4.160,90","","0,07%"
"04.05.2021","4.164,70","4.179,00","4.179,00","4.128,60","","-0,67%"
"03.05.2021","4.192,70","4.192,00","4.209,40","4.188,00","","0,28%"
"30.04.2021","4.181,20","4.198,10","4.198,10","4.174,90","","-0,72%"
"29.04.2021","4.211,50","4.206,10","4.218,80","4.176,80","","0,68%"
"28.04.2021","4.183,20","4.185,10","4.201,50","4.181,80","","-0,08%"
"27.04.2021","4.186,70","4.188,20","4.193,40","4.176,20","","-0,02%"
"26.04.2021","4.187,60","4.185,00","4.194,20","4.182,40","","0,18%"
"23.04.2021","4.180,20","4.138,80","4.194,20","4.138,80","","1,09%"
"22.04.2021","4.135,00","4.170,50","4.179,60","4.123,70","","-0,92%"
"21.04.2021","4.173,40","4.128,40","4.175,00","4.126,40","","0,93%"
"20.04.2021","4.134,90","4.159,20","4.159,20","4.118,40","","-0,68%"
"19.04.2021","4.163,30","4.179,80","4.180,80","4.150,50","","-0,53%"
"16.04.2021","4.185,50","4.174,10","4.191,30","4.170,80","","0,36%"
"15.04.2021","4.170,40","4.139,80","4.173,50","4.139,80","","1,11%"
"14.04.2021","4.124,70","4.141,60","4.151,70","4.120,90","","-0,41%"
"13.04.2021","4.141,60","4.130,10","4.148,00","4.124,40","","0,33%"
"12.04.2021","4.128,00","4.124,70","4.131,80","4.114,80","","-0,02%"
"09.04.2021","4.128,80","4.096,10","4.129,50","4.095,50","","0,77%"
"08.04.2021","4.097,20","4.089,90","4.098,20","4.082,50","","0,42%"
"07.04.2021","4.079,90","4.074,30","4.083,10","4.068,30","","0,15%"
